entname,PERSON_PMS_002,COM_CICI_035,COM_CICI_037,LRB_020,LRB_007,LRB_001,LRB_022,LRB_011,LRB_013,LRB_009,TAX_TW_015,TAX_TW_016,TAX_TW_017,TAX_TW_001,TAX_TW_024,TAX_TW_004,TAX_TW_003,TAX_TW_018,TAX_TW_025,TAX_TW_019,TAX_TW_020,TAX_TW_027,TAX_TW_022,TAX_TW_023,OPT_ARCSS_001,DWSBJN_002,DEBT_DMP_021,DEBT_DMP_025,NSDJ_016,TAX_TW_009,TAX_TW_028,JUSTICE_JNP_023,JUSTICE_JNP_024,JUSTICE_JNP_025,JUSTICE_JNP_026,JUSTICE_JNP_027,JUSTICE_JNP_028,JUSTICE_JNP_029,JUSTICE_JNP_030,JUSTICE_JNP_031,JNSHJXYHB_002,JNSHJXYYBMD_002,JUSTICE_JE_009,JUSTICE_JNP_022,SHTZXY_002,LRB_002,LRB_004,LRB_021,LRB_023,COM_CIBI_006,COM_CIBI_033,XWQY_001,TAX_TW_029,TAX_TW_030,COM_CIBI_002,LRB_024,LRB_025,LRB_026,ZCFZB_034,TAX_TW_031,DL_002
8007,2,0,0,-3.271832,-0.054936,2,18.82,1914365.9,-330.87,-105167.27,710,2047,2287,82831.91,22.86,83464.98,-0.043644504,704,704,1866,2124,8186,4504,2582,4422.6,5,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000173,-0.054936,-0.089047,126.82,4.92,1,1,17,34,300,-2.11,-1.23,-6.78,-6,0.92,0
8020,3,0,0,-0.808947,-0.002459,2,20.59,5041952.38,1240.41,-12397.97,8099,2558,3389,343170.15,58.46,250550.995,1.144017605,8092,8092,2424,3180,35784,70038,19847,2613.48,3,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246,-0.002459,-0.00253,19.74,2.92,1,0,61,69,500,13.82,11,-2.05,-1.67,4.68,0
8073,2,3,1,-1.658256,-0.299064,2,0.95,233466.15,-720.54,-69821.32,19076,10915,15317,2921.22,0.46,33772.745,-0.958232533,19066,19066,10589,15330,35784,15619,11631,1008,1,0,0,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003086,-0.299064,-0.405186,111.2,12.83,2,1,111,41,3000,-6.47,-9.12,-4.22,-0.89,-2.1,0
8126,5,0,0,-0.923882,0.001887,2,950.35,232766264.7,229890.38,439291.16,655,873,922,830119.05,162.23,957986.595,-0.23551514,652,652,798,822,35784,70038,82175,41188.45,47,0,0,2,1,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000988,0.001887,0.001972,-699.61,17.25,1,0,69,59,509,0.76,1.75,-2.3,-2,0.23,0
8151,2,3,1,-0.991017,0.001119,1.950551,44.28,10844504.52,154592.1,11533.83,7002,2504,2051,216327.45,36.09,370243.39,-0.655762047,6996,6996,2434,2202,35784,4043,1063,8139.6,7,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014255,0.001064,0.001399,-18.37,6.42,1,1,83,32,300,-4.71,-5,-2.47,-0.44,-1.13,0
8214,2,0,0,-1.047019,-0.003526,2,5.12,1254652.87,-347.02,-4423.35,5485,5209,8383,98529.93,16.18,86265.98,0.251946026,5478,5478,5080,7957,35784,6998,13558,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000277,-0.003526,-0.00389,7.04,3.5,1,0,83,32,100,0.41,1.38,-2.62,11,1.81,0
8278,3,0,0,-0.010584,-0.585825,2,16.11,6632495.94,1099226.3,-3885483.78,291,215,191,309901.15,26.55,353120.07,-0.21809068,290,290,205,170,2413,4364,4892,51212.02,43,0,0,1,1,17,0,0,2,3,3,3,3,3,3,0,0,1,1,0,0.165733,-0.585825,-38.223583,-3885483.78,21,2,1,78,27,1466,-3.46,-3,-0.03,4.38,0.41,0
8471,2,0,0,-1.183179,-0.008231,2.008282,13.1,7254054.94,-420.04,-60201.14,10812,2306,2765,72594,4.79,151492.915,-0.707835791,10811,10811,2295,2790,11152,1528,1561,2878.5,4,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.000058,-0.008299,-0.008871,-60201.14,11.5,2,1,15,15,1000,-1.78,-1,-3.72,24.8,-2.09,0
8503,2,0,0,-0.94312,0.004385,1.851696,10.23,1439552.93,-352.94,5376.33,1175,1637,1534,47524.49,8.96,96217.21,-0.687242956,1171,1171,1600,1475,7378,1405,2068,1735.42,2,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000245,0.003735,0.004671,-5.27,6.67,1,1,31,30,101,-3.4,-3.75,-1.94,-4.4,-0.82,0
8524,3,0,0,4.525832,0.039975,1.977675,7.12,1744958.18,461.26,68197,35322,69148,81247,-61062.69,-4.27,-66339.325,0.120187015,35321,35321,69147,81245,35784,12927,19515,884.52,1,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000264,0.039082,0.061907,-108.61,9.58,2,1,56,7,100,5.88,5.87,11.75,18.22,0.61,0
8542,2,0,0,0.111204,-0.071343,2.047167,8.97,2195861.69,19.95,-164048.15,16158,13397,6493,41561.82,6.84,110459.515,-0.784019538,16148,16148,13703,6396,35784,7474,6541,2671.7,3,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009,-0.074708,-0.07994,261.26,8.75,1,1,61,52,1000,-4.88,-5.25,0.2,-10.67,-1.52,0
8591,2,0,0,-0.531186,-0.00958,2,5.11,1251861.23,-54.43,-11993.05,23741,42271,48221,2192.8,0.36,1571.03,1.310009902,23728,23728,41126,47924,35784,70038,31605,2613.48,3,0,0,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000043,-0.00958,-0.010377,19.1,5.17,1,1,83,32,500,1.71,2.62,-1.32,-0.78,5.23,0
8603,2,0,0,0.509199,0.0469,1.95574,63.03,15437442.76,198.58,691974.23,5772,3561,2829,195931.29,32.24,219991.63,-0.335133863,5765,5765,3811,2909,35784,1666,1849,8038.8,9,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000013,0.044824,0.054816,-1102.04,20.17,1,1,93,41,1060,-1.94,-1,1.32,-13.89,-0.1,0
8630,3,0,0,-0.608318,0.052522,1.932614,4.12,2281542.55,507.61,111757.17,10812,5816,7084,23982.39,1.31,21764.935,-0.035185662,10811,10811,5953,7162,11152,2289,3785,11325.08,13,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000222,0.048983,0.164723,111757.17,5.67,2,1,9,14,100,13.78,13.25,-1.97,37.6,0.83,0
8666,2,0,0,0.320947,0.082914,1.95,2.57,1421726.3,-380.95,111986.66,3704,5162,5198,48412.53,2.86,48082.595,-0.155723619,3697,3697,5289,5289,11152,2033,2637,1272.5,1,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000268,0.078768,0.10656,111986.66,15.75,2,1,61,52,50,-4.44,-4.25,1,38.4,0.3,0
8686,2,0,0,-1.043238,0.000883,0.877113,23.06,9490296.4,156,-1029.79,151,246,344,328949.12,21.18,200266.845,3.595251742,150,150,231,322,2413,4364,4892,2649.78,3,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000016,-0.000109,-0.000111,-1029.79,8,2,1,78,27,50,25.46,18.5,-2.75,-2,10.73,0
8695,2,0,0,1.034538,0.01403,1.95,49.11,12028537.69,33720.24,160317.07,34829,6938,7503,89092,15.32,82235.51,0.013496527,34828,34828,6853,7595,35784,6368,5578,6116.32,7,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002803,0.013328,0.015425,-255.32,12.17,2,1,61,52,500,-0.88,0.12,2.57,40.33,1.03,0
8761,1,0,0,-1.22019,-0.009352,2,13.01,3187079.23,-1629.86,-29805.37,34829,8300,12473,58913.97,10.53,45672.78,0.539648437,34828,34828,8280,12388,35784,6179,10713,3873.48,4,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000511,-0.009352,-0.010347,47.47,17.83,2,1,113,40,500,0.29,1.25,-3.05,-9.11,2.74,0
8768,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8771,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8772,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8773,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8774,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8778,2,0,0,0.772249,0.170802,1.85,136.69,75708151.69,260623.44,10991461.45,304,281,314,3596301.41,215.75,3667092.2,-0.253370907,300,300,282,304,11152,244,281,142983.68,152,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003442,0.145182,0.244467,10991461.45,17.83,1,0,90,70,6000,-0.56,0.5,2.41,1.4,-0.09,0
8779,2,0,0,1.081682,0.124313,1.999376,8.29,3306718.88,128405.28,410812.63,3087,6574,3816,46326.57,5.2,61001.335,-0.491764394,3084,3084,6394,3906,8705,8868,2059,9715.86,11,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038832,0.124236,0.222191,-684.69,5.75,1,1,17,34,50,-1.69,-0.82,2.29,1448.4,-0.32,0
8783,2,0,0,-0.285697,0.061384,1.95,30.64,6006398.15,-163328.97,350261.43,1701,1382,1423,175145.43,23.17,145598.465,0.184413416,1697,1697,1339,1468,9032,1172,779,5286.06,6,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027192,0.058315,0.06875,-240.57,4.67,1,1,46,42,50,-1.47,-0.55,-0.66,983,1.62,0
8784,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8785,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8786,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8787,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8788,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8789,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8790,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8791,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8792,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8793,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8794,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8795,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8796,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8797,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8798,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8799,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8800,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8801,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8802,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8803,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8804,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8805,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8806,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8807,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8808,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8809,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8810,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8811,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8812,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8813,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8814,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8815,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8816,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8817,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8818,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8819,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8820,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8821,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8822,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8823,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8824,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
8825,2,0,0,0.729622,0.024458,2,133.36,32664589.88,283832.61,798902.45,6778,8004,10596,53731.97,14.52,46346.02,-0.13412023,6772,6772,8140,11560,35784,4779,4626,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008689,0.024458,0.025424,-1272.33,8.83,2,1,93,41,50,-0.65,0.38,1.98,35.11,0.58,0
